time,sensor_x0[undefined],sensor_y0[undefined],sensor_z0[undefined],sensor_x[undefined],sensor_y[undefined],sensor_z[undefined],sensor_alpha[undefined],sensor_beta[undefined],sensor_gamma[undefined]
1653401622360,-0.27,-0.1,-0.07,-0.28,0.05,9.73,-0.87,9.88,-0.31
1653401622370,-0.28,-0.09,-0.09,-0.3,0.06,9.71,-0.1,10.97,0.25
1653401622380,-0.32,-0.02,-0.09,-0.35,0.13,9.73,0.11,10.83,0.7
1653401622390,-0.38,0.05,-0.11,-0.44,0.21,9.7,0.5,9.04,2
1653401622400,-0.35,0.06,-0.11,-0.44,0.22,9.68,0.81,7.08,2.87
1653401622411,-0.33,0.05,-0.13,-0.41,0.2,9.68,0.95,3.06,4.31
1653401622420,-0.31,0.07,-0.05,-0.4,0.22,9.75,0.92,0.5,4.52
1653401622430,-0.25,0.09,0.04,-0.34,0.26,9.82,1.44,-2.61,4.41
1653401622441,-0.22,0.12,0.17,-0.33,0.29,9.96,2.39,-4.71,4.66
1653401622450,-0.19,0.11,0.22,-0.27,0.29,10,3.3,-5.52,4.38
1653401622460,-0.15,0.08,0.25,-0.23,0.26,10.06,4.49,-5.52,4.34
1653401622471,-0.17,0.13,0.28,-0.24,0.32,10.09,5.43,-4.47,4.03
1653401622480,-0.18,0.12,0.29,-0.25,0.32,10.09,6.06,-2.54,3.71
1653401622490,-0.22,0.15,0.19,-0.28,0.35,10.02,6.45,-1.07,3.54
1653401622500,-0.24,0.14,0.12,-0.3,0.37,9.92,6.87,-0.34,3.71
1653401622510,-0.2,0.14,0.02,-0.28,0.38,9.83,6.73,-0.62,3.61
1653401622520,-0.2,0.11,0.02,-0.27,0.35,9.83,6.24,-2.16,3.22
1653401622530,-0.14,0.11,0.05,-0.22,0.37,9.84,5.85,-3.59,2.98
1653401622540,-0.08,0.09,0.11,-0.16,0.35,9.9,5.54,-5.27,2.17
1653401622550,-0.05,0.06,0.08,-0.11,0.34,9.88,5.08,-5.59,1.23
1653401622561,-0.06,0.06,0.04,-0.12,0.35,9.84,4.63,-4.54,-0.07
1653401622571,-0.1,0.05,-0.04,-0.16,0.35,9.77,3.68,-2.26,-1.01
1653401622580,-0.13,0.02,-0.12,-0.19,0.32,9.68,2.39,0.68,-1.82
1653401622591,-0.22,0.01,-0.32,-0.28,0.31,9.52,0.85,2.88,-1.89
1653401622601,-0.25,0.04,-0.39,-0.33,0.34,9.42,-1.08,4.04,-1.57
1653401622610,-0.33,0.06,-0.38,-0.41,0.37,9.42,-2.34,4.35,-1.29
1653401622620,-0.31,0.06,-0.37,-0.41,0.35,9.43,-3.11,4.46,-1.26
1653401622630,-0.33,0.08,-0.35,-0.44,0.37,9.45,-2.86,4.81,-0.8
1653401622640,-0.31,0.13,-0.3,-0.44,0.42,9.5,-2.13,4.49,-0.56
1653401622650,-0.33,0.15,-0.24,-0.47,0.43,9.54,-0.38,3.41,-0.1
1653401622660,-0.31,0.16,-0.18,-0.46,0.45,9.62,1.34,1.34,0.25
1653401622671,-0.24,0.14,-0.07,-0.4,0.45,9.71,3.44,-0.44,1.02
1653401622681,-0.12,0.11,-0.03,-0.3,0.41,9.76,5.82,-2.33,1.26
1653401622691,-0.01,0.12,-0.01,-0.2,0.45,9.78,8.09,-3.28,1.61
1653401622700,0.08,0.08,-0.04,-0.11,0.43,9.76,9.25,-3.1,1.3
1653401622710,0.2,0.06,-0.05,0.04,0.42,9.75,8.79,-3.03,0.7
1653401622720,0.28,0.06,-0.1,0.12,0.43,9.7,7.92,-3.17,0.11
1653401622730,0.38,0.02,-0.05,0.22,0.41,9.73,5.75,-4.47,-1.5
1653401622740,0.43,0.03,0,0.31,0.42,9.8,3.05,-6.18,-3.36
1653401622750,0.44,-0.03,0.09,0.34,0.36,9.89,0.67,-6.6,-5.6
1653401622761,0.46,-0.1,0.28,0.36,0.28,10.08,-1.88,-4.5,-7.7
1653401622770,0.42,-0.2,0.43,0.35,0.21,10.2,-3.49,-1.25,-8.92
1653401622780,0.37,-0.18,0.52,0.28,0.19,10.32,-3.98,3.86,-8.61
1653401622791,0.26,-0.15,0.6,0.15,0.22,10.4,-3.28,10.48,-7.7
1653401622800,0.22,-0.17,0.54,0.09,0.2,10.34,-1.04,16.32,-6.4
1653401622811,0.21,-0.09,0.4,0.05,0.24,10.24,2.35,20.77,-4.72
1653401622821,0.23,-0.05,0.3,0.04,0.32,10.09,6.83,22.31,-3.53
1653401622830,0.28,-0.03,0.06,0.05,0.35,9.92,11.94,22.31,-2.62
1653401622841,0.37,-0.05,-0.08,0.1,0.35,9.75,17.09,21.68,-1.82
1653401622850,0.44,-0.09,-0.3,0.17,0.36,9.56,21.5,20.21,-2.03
1653401622861,0.45,-0.07,-0.53,0.17,0.4,9.3,23.6,18.56,-2.73
1653401622871,0.34,-0.02,-0.7,0.05,0.47,9.11,23.84,15.13,-3.22
1653401622880,0.17,0.02,-0.76,-0.18,0.59,9.02,21.6,9.85,-3.85
1653401622891,0.07,0.05,-0.81,-0.27,0.63,8.98,18.91,7.22,-4.06
1653401622900,0.03,0.03,-0.8,-0.33,0.66,8.98,15.37,4.77,-3.85
1653401622911,0.04,-0.02,-0.72,-0.33,0.62,9.06,11.77,2.22,-3.36
1653401622921,0.09,-0.05,-0.51,-0.29,0.61,9.24,8.41,-0.9,-2.69
1653401622931,0.14,-0.09,-0.34,-0.23,0.59,9.4,5.64,-1.11,-1.82
1653401622941,0.18,-0.09,-0.17,-0.18,0.59,9.57,3.86,-1.18,-0.77
1653401622951,0.22,-0.08,-0.05,-0.14,0.6,9.72,3.16,-0.3,0.25
1653401622961,0.31,-0.02,0.05,-0.06,0.66,9.8,2.56,0.54,0.28
1653401622970,0.37,0.03,0.15,0.01,0.71,9.89,2.74,1.03,-0.24
1653401622981,0.37,0.05,0.15,0,0.75,9.93,3.12,3.02,-1.43
1653401622991,0.4,0.03,0.15,0.02,0.73,9.92,3.37,5.37,-2.41
1653401623001,0.43,-0.02,0.12,0.05,0.68,9.87,3.26,7.26,-3.32
1653401623011,0.39,-0.06,-0.02,0.01,0.68,9.76,2.6,9.22,-3.6
1653401623021,0.33,-0.06,-0.02,-0.05,0.63,9.74,1.41,10.2,-3.81
1653401623031,0.29,-0.07,-0.04,-0.11,0.64,9.74,0.67,10.2,-3.29
1653401623041,0.25,0,0,-0.21,0.69,9.76,0.01,8.45,-2.38
1653401623050,0.26,0.06,0.1,-0.21,0.74,9.85,-0.45,6.17,-1.99
1653401623061,0.28,0.05,0.2,-0.16,0.76,9.97,0.43,5.05,-1.68
1653401623070,0.4,0.07,0.25,-0.07,0.77,10.01,0.88,4.56,-1.33
1653401623081,0.42,0.04,0.31,-0.01,0.76,10.08,2.91,5.4,-1.22
1653401623091,0.47,0.01,0.25,0.03,0.73,10.02,5.29,7.26,-1.57
1653401623100,0.48,0.03,0.07,0.04,0.76,9.84,7.01,9.46,-2.41
1653401623111,0.39,0.03,-0.14,-0.03,0.75,9.67,6.59,9.99,-3.15
1653401623120,0.36,0.07,-0.21,-0.09,0.82,9.55,5.33,8.41,-3.25
1653401623131,0.29,0.11,-0.24,-0.16,0.86,9.53,3.02,5.72,-3.39
1653401623141,0.27,0.12,-0.19,-0.17,0.88,9.58,1.58,2.85,-3.08
1653401623151,0.24,0.07,-0.1,-0.17,0.85,9.65,0.57,0.08,-2.76
1653401623161,0.24,0.06,-0.04,-0.18,0.82,9.73,-0.27,-1.35,-2.62
1653401623171,0.28,0.04,0,-0.14,0.79,9.79,-0.2,-1.88,-2.06
1653401623180,0.28,0.05,-0.01,-0.13,0.82,9.76,0.5,0.61,-1.71
1653401623191,0.29,0.02,-0.01,-0.11,0.78,9.76,0.85,1.17,-1.36
1653401623201,0.27,0.05,-0.02,-0.14,0.81,9.75,0.99,0.85,-1.08
1653401623210,0.29,0.08,0,-0.1,0.83,9.76,1.23,0.54,-1.4
1653401623221,0.28,0.11,0.05,-0.11,0.9,9.78,1.9,0.01,-1.85
1653401623231,0.25,0.11,0.08,-0.12,0.89,9.86,2.39,-3.98,-2.69
1653401623241,0.23,0.04,0.14,-0.1,0.85,9.91,3.23,-5.59,-3.18
1653401623251,0.26,-0.03,0.2,-0.08,0.76,9.97,3.96,-5.73,-3.53
1653401623261,0.21,-0.07,0.16,-0.09,0.74,9.95,4.66,-4.19,-2.8
1653401623271,0.18,-0.1,0.06,-0.14,0.7,9.85,5.57,-3.17,-2.55
1653401623281,0.16,-0.12,0.02,-0.16,0.7,9.79,5.89,-2.4,-1.01
1653401623291,0.09,-0.07,0.06,-0.2,0.76,9.82,6.52,-2.47,0.84
1653401623301,0.13,-0.04,0.12,-0.16,0.8,9.89,7.32,-2.65,2.73
1653401623310,0.15,0,0.22,-0.15,0.83,9.96,8.62,-4.89,3.36
1653401623321,0.18,0.07,0.39,-0.12,0.91,10.08,10.3,-7.37,3.61
1653401623331,0.24,0.07,0.44,-0.03,0.97,10.19,12.92,-8.14,3.33
1653401623341,0.24,0.03,0.41,0,0.94,10.18,15.86,-7.55,2.59
1653401623351,0.15,0.02,0.19,-0.07,0.96,9.95,18.77,-7.97,2
1653401623360,0.02,-0.03,0.03,-0.19,0.95,9.79,19.89,-8.35,1.96
1653401623371,-0.03,-0.08,-0.21,-0.22,0.93,9.55,19.92,-7.48,2.42
1653401623381,-0.05,-0.15,-0.42,-0.23,0.89,9.33,17.68,-5.55,3.5
1653401623391,-0.07,-0.16,-0.49,-0.25,0.91,9.26,14.85,-1.91,4.2
1653401623401,-0.12,-0.08,-0.44,-0.29,1,9.31,12.43,1.34,5.46
1653401623410,-0.14,-0.04,-0.34,-0.32,1.07,9.4,10.58,3.65,6.06
1653401623421,-0.2,0.01,-0.25,-0.36,1.09,9.45,9.04,5.4,6.9
1653401623431,-0.25,0.05,-0.14,-0.44,1.19,9.6,8.58,3.51,6.93
1653401623441,-0.26,0.09,0.01,-0.48,1.25,9.72,9.04,0.54,7.39
1653401623451,-0.25,0.08,0.02,-0.44,1.25,9.75,9.74,-3.63,7.56
1653401623461,-0.27,0.11,0.03,-0.42,1.28,9.76,9.84,-7.34,7.11
1653401623471,-0.27,0.13,0.03,-0.41,1.32,9.76,9.91,-11.89,6.2
1653401623481,-0.18,0.1,0.02,-0.3,1.31,9.75,9.6,-14.76,5.04
1653401623491,-0.12,0.09,-0.01,-0.22,1.32,9.72,8.58,-15.07,4.31
1653401623501,-0.11,0.04,-0.05,-0.19,1.28,9.67,6.83,-13.95,3.08
1653401623511,-0.13,0.04,-0.02,-0.19,1.29,9.71,3.47,-10.91,1.89
1653401623521,-0.1,0.08,0.14,-0.14,1.32,9.87,2.07,-10.1,0.88
1653401623531,-0.15,0.13,0.07,-0.18,1.42,9.82,1.27,-4.75,0
1653401623541,-0.16,-0.02,-0.11,-0.18,1.27,9.7,-0.52,0.01,-0.94
1653401623551,-0.19,-0.12,-0.35,-0.19,1.09,9.44,-2.79,2.67,-2.03
1653401623561,-0.32,0.01,-0.51,-0.37,1.25,9.22,-6.5,4.49,-1.29
1653401623571,-0.32,0.11,-0.37,-0.42,1.33,9.31,-11.16,2.53,1.3
1653401623581,-0.05,0.09,-0.05,-0.18,1.3,9.62,-14.17,1.1,3.85
1653401623591,0.1,0.06,0.24,0.02,1.25,9.88,-13.89,1.83,3.29
1653401623601,0.06,0.08,0.45,0,1.23,10.19,-11.12,4.11,2.03
1653401623611,-0.06,0.04,0.65,-0.14,1.18,10.39,-6.89,7.4,1.33
1653401623621,-0.23,0.04,0.65,-0.31,1.17,10.4,-1.88,9.32,1.4
1653401623631,-0.29,-0.02,0.38,-0.4,1.13,10.19,2.46,12.16,2.84
1653401623641,-0.23,-0.02,0.16,-0.37,1.13,9.9,4,13.7,4.13
1653401623651,-0.09,0.08,0.12,-0.27,1.21,9.86,5.12,12.68,5.6
1653401623661,0.08,0.08,0.06,-0.11,1.23,9.81,6.03,14.33,6.09
1653401623671,0.07,0.15,0.05,-0.11,1.28,9.8,6.06,15.66,5.46
1653401623681,-0.05,0.25,0.07,-0.29,1.44,9.8,5.78,17.27,4.55
1653401623691,-0.21,0.3,0.19,-0.44,1.49,9.9,5.33,18.81,3.96
1653401623701,-0.29,0.19,0.33,-0.58,1.44,10.04,5.4,18.98,4.62
1653401623711,-0.22,0.08,0.52,-0.55,1.3,10.24,7.53,18.42,6.34
1653401623721,-0.14,-0.02,0.58,-0.5,1.24,10.29,9.21,18.95,7.63
1653401623731,-0.07,-0.09,0.63,-0.46,1.17,10.35,11.84,21.64,9.28
1653401623741,0.07,-0.08,0.49,-0.37,1.2,10.2,14.46,26.4,10.5
1653401623751,0.24,-0.1,-0.06,-0.3,1.2,9.79,15.55,31.13,11.1
1653401623761,0.3,0.16,-0.49,-0.23,1.38,9.28,14.74,35.29,10.33
1653401623771,0.35,0.49,-1,-0.25,1.79,8.82,9.77,32.6,9.52
1653401623781,0.54,0.47,-1.08,-0.15,1.85,8.6,2.81,26.82,6.06
1653401623791,0.73,0.34,-0.68,0.06,1.7,9.01,-3.74,23.88,1.05
1653401623801,0.62,0.18,-0.11,-0.02,1.54,9.5,-5.07,25.56,-4.02
1653401623811,0.41,0.05,0.05,-0.31,1.45,9.74,-4.54,29.94,-6.37
1653401623821,0.21,-0.05,0,-0.55,1.31,9.7,-3.7,31.83,-7.1
1653401623831,-0.04,-0.03,-0.07,-0.82,1.28,9.66,-3.32,31.83,-6.75
1653401623841,-0.1,0.01,-0.11,-1.02,1.33,9.56,-2.65,31.13,-5.39
1653401623851,-0.13,0.06,-0.19,-1.09,1.37,9.48,-2.62,26.4,-4.13
1653401623861,-0.01,0.09,-0.08,-1.01,1.39,9.55,-2.34,21.4,-3.78
1653401623871,-0.02,0.13,0.09,-1.04,1.45,9.7,-1.46,17.37,-4.23
1653401623881,-0.08,0.15,0.14,-1.11,1.46,9.78,-0.13,16.18,-4.97
1653401623891,-0.21,0.11,0.15,-1.23,1.43,9.82,1.37,15.9,-4.9
1653401623901,-0.38,0,0.17,-1.48,1.31,9.82,4.59,10.62,-3.46
1653401623911,-0.51,-0.12,0.29,-1.61,1.21,9.94,7.64,4.67,-0.35
1653401623921,-0.49,-0.19,0.34,-1.59,1.15,9.99,11.31,-0.02,4.62
1653401623931,-0.41,-0.25,0.1,-1.51,1.14,9.79,12.61,-0.13,8.19
1653401623941,-0.33,-0.15,-0.23,-1.44,1.18,9.5,11.42,3.72,11.62
1653401623952,-0.24,-0.01,-0.41,-1.39,1.36,9.26,7.88,8.55,13.48
1653401623961,-0.07,0.08,-0.36,-1.2,1.49,9.28,2.39,11.49,14.77
1653401623971,0.11,0.03,-0.27,-1.04,1.45,9.37,-0.03,13.87,14.56
1653401623981,0.32,-0.04,-0.11,-0.9,1.4,9.5,-2.27,16.46,13.3
1653401623991,0.43,-0.02,-0.05,-0.78,1.39,9.58,-3.49,18.63,11.45
1653401624002,0.5,0.02,-0.17,-0.73,1.39,9.49,-4.37,20.66,9.28
1653401624011,0.35,0.09,-0.27,-0.92,1.49,9.35,-5.7,19.12,6.79
1653401624021,0.04,0.12,-0.14,-1.25,1.51,9.48,-6.33,14.5,4.94
1653401624031,-0.21,0.14,0.07,-1.52,1.53,9.69,-5.03,8.62,4.83
1653401624041,-0.38,0.11,0.15,-1.69,1.49,9.77,-2.34,4.21,6.02
1653401624052,-0.34,-0.01,0.21,-1.69,1.4,9.85,-0.66,2.11,7.49
1653401624061,-0.07,-0.08,0.18,-1.47,1.29,9.82,1.27,1.94,9.14
1653401624071,0.09,-0.07,0.14,-1.23,1.32,9.76,2.63,3.65,8.79
1653401624081,0.05,-0.03,-0.05,-1.25,1.36,9.62,4.17,7.47,7.53
1653401624091,-0.05,0.03,-0.26,-1.38,1.43,9.38,3.61,10.76,6.62
1653401624102,-0.04,0.09,-0.31,-1.4,1.5,9.29,1.06,12.47,6.09
1653401624112,-0.03,0.15,-0.3,-1.42,1.56,9.3,-0.38,13.45,5.64
1653401624121,-0.03,0.18,-0.24,-1.44,1.59,9.37,-1.78,13.24,4.76
1653401624132,0,0.16,-0.18,-1.42,1.55,9.43,-1.29,11.14,3.47
1653401624141,-0.12,0.17,-0.22,-1.55,1.58,9.38,-0.2,8.13,2.07
1653401624152,-0.11,0.18,-0.39,-1.55,1.59,9.21,-0.24,4.88,1.61
1653401624161,0.01,0.11,-0.5,-1.44,1.52,9.1,-1.71,2.11,0.21
1653401624172,-0.05,0.04,-0.58,-1.44,1.45,9.05,-3.35,1.24,-0.77
1653401624182,-0.14,0.05,-0.59,-1.6,1.44,9.01,-6.01,2.18,-0.7
1653401624191,-0.12,0.05,-0.47,-1.58,1.43,9.13,-8.71,2.43,-0.38
1653401624202,0.02,0.14,-0.07,-1.46,1.49,9.45,-10.11,3.79,-0.49
1653401624212,0.08,0.13,0.09,-1.4,1.48,9.69,-9.41,5.65,-1.29
1653401624222,0.02,0.11,0.16,-1.47,1.46,9.76,-7.94,6.35,-2.24
1653401624231,-0.24,0.11,0.28,-1.69,1.45,9.85,-6.36,4.7,-2.2
1653401624242,-0.31,0.08,0.33,-1.81,1.41,9.93,-4.96,3.13,-1.15
1653401624251,-0.27,-0.03,0.46,-1.78,1.29,10.05,-4.3,5.72,0.25
1653401624261,-0.19,-0.07,0.48,-1.72,1.25,10.08,-4.19,10.58,0.74
1653401624271,-0.16,-0.1,0.41,-1.72,1.21,10,-3.53,21.71,1.89
1653401624282,-0.1,-0.06,0.27,-1.71,1.25,9.86,-3.28,26.37,2.1
1653401624291,-0.14,0.27,0.19,-1.75,1.51,9.76,-3.21,26.75,1.05
1653401624301,-0.24,0.47,0.38,-1.92,1.78,9.95,-0.06,20.21,-0.8
1653401624312,-0.33,0.67,0.72,-2.02,1.99,10.17,5.61,7.29,-3.32
1653401624321,-0.34,0.52,0.91,-2.03,1.86,10.48,11.59,-5.76,-6.09
1653401624332,-0.43,-1.53,1.6,-1.94,0.34,11.09,20.17,-13.46,-8.12
1653401624341,-1.46,-0.72,0.82,-2.9,0.3,10.62,34.41,-18.99,-7.59
1653401624351,-1.35,0.53,-0.18,-3.12,1.8,9.69,38.68,-17.84,8.79
1653401624362,-0.46,0.71,-0.94,-2.3,2.24,8.74,32.1,-20.15,18.31
1653401624371,0.37,0.58,-1.07,-1.41,2.21,8.48,21.99,-21.06,15.47
1653401624382,0.69,0.44,-0.99,-0.88,2.08,8.57,13.45,-18.68,7.04
1653401624391,0.54,0.34,-1.08,-0.9,1.96,8.51,5.4,-14.44,-1.5
1653401624401,0.35,0.37,-1.23,-1.07,1.95,8.38,-1.81,-11.64,-6.12
1653401624412,0.15,0.55,-1.38,-1.28,2.11,8.21,-7.76,-13.92,-9.76
1653401624421,0.04,0.63,-1.35,-1.37,2.23,8.19,-13.33,-20.57,-12.91
1653401624432,0.01,0.56,-1.28,-1.37,2.1,8.3,-17.56,-30.47,-15.92
1653401624441,-0.04,0.3,-1.38,-1.36,1.87,8.25,-21.17,-39.89,-18.3
1653401624451,-0.1,0.17,-1.41,-1.36,1.67,8.19,-25.16,-49.93,-19.63
1653401624461,-0.02,0,-0.8,-1.25,1.47,8.63,-28.59,-57.63,-19.95
1653401624471,0.17,-0.24,-0.01,-0.96,1.19,9.45,-29.32,-61.83,-19.98
1653401624482,0.21,-0.44,0.64,-0.77,0.92,10.18,-25.72,-56.93,-19.07
1653401624492,0.05,-0.52,0.91,-0.81,0.79,10.56,-19.84,-47.45,-16.87
1653401624501,-0.11,-0.48,1.01,-0.95,0.79,10.69,-12.28,-38.66,-13.89
1653401624512,-0.34,-0.35,0.83,-1.1,0.88,10.62,-6.08,-32.61,-10.6
1653401624521,-0.46,-0.25,0.4,-1.19,0.98,10.24,-0.94,-27.29,-6.61
1653401624532,-0.39,-0.11,-0.05,-1.14,1.11,9.76,2.49,-27.64,-2.66
1653401624542,-0.19,0.05,-0.49,-0.91,1.28,9.32,1.62,-30.86,-0.03
1653401624552,0.05,0.16,-0.6,-0.59,1.4,9.03,-3.53,-32.96,0.91
1653401624561,0.23,0.09,-0.12,-0.34,1.4,9.47,-9.48,-38.7,-0.1
1653401624572,0.36,-0.07,0.18,-0.16,1.21,9.82,-11.05,-37.26,-1.43
1653401624582,0.31,-0.23,0.34,-0.12,1.03,10.02,-10.39,-29.46,-3.36
1653401624591,0.16,-0.26,0.47,-0.21,0.94,10.17,-9.23,-20.04,-3.71
1653401624602,-0.03,-0.31,0.53,-0.38,0.87,10.24,-8.18,-10.84,-3.04
1653401624612,-0.18,-0.31,0.38,-0.54,0.84,10.16,-6.61,-2.3,-0.42
1653401624621,-0.31,-0.28,0.13,-0.67,0.86,9.93,-6.4,3.06,2.63
1653401624632,-0.48,-0.33,-0.12,-0.82,0.84,9.73,-6.78,3.48,5.32
1653401624642,-0.84,-0.32,-0.56,-1.1,0.72,9.29,-8.6,1.76,8.86
1653401624652,-0.63,0.16,-1.09,-1.15,1.18,8.62,-12.38,6.21,14.42
1653401624662,0.1,0.16,-0.7,-0.47,1.27,9,-19.73,-2.26,16.52
1653401624672,0.64,0.08,-0.09,0.14,1.15,9.46,-24.04,-6.6,12.57
1653401624682,0.81,0.01,0.38,0.44,1.03,10.04,-22.57,-4.71,5.04
1653401624692,0.55,-0.1,0.65,0.27,0.91,10.36,-17,1.45,-1.33
1653401624702,0.08,-0.18,0.75,-0.19,0.81,10.52,-10.7,5.86,-4.2
1653401624712,-0.27,-0.22,0.54,-0.62,0.74,10.37,-4.82,6.24,-3.11
1653401624721,-0.47,-0.19,0.22,-0.85,0.75,10.01,-0.38,5.26,-0.21
1653401624732,-0.51,-0.18,0.16,-0.91,0.79,9.92,2.14,1.52,3.33
1653401624741,-0.51,-0.24,0.22,-0.95,0.74,9.95,3.79,-1.67,5.85
1653401624752,-0.42,-0.38,0.21,-0.85,0.63,9.98,5.92,-0.62,7.84
1653401624761,-0.29,-0.42,0.17,-0.74,0.58,9.91,7.85,5.68,8.82
1653401624772,-0.27,-0.42,0.08,-0.7,0.57,9.83,8.69,11.98,10.64
1653401624782,-0.37,-0.39,-0.07,-0.81,0.61,9.71,8.23,15.8,12.67
1653401624791,-0.29,-0.35,-0.12,-0.77,0.66,9.64,7.25,17.62,14.56
1653401624802,-0.13,-0.32,-0.17,-0.67,0.71,9.58,6.17,18.81,15.16
1653401624812,0.01,-0.3,-0.09,-0.58,0.74,9.6,4.8,18.42,15.58
1653401624821,0.08,-0.27,0.08,-0.51,0.76,9.79,5.12,16.01,14.74
1653401624832,0.01,-0.24,0.25,-0.55,0.8,9.94,6.97,14.61,13.41
1653401624841,-0.13,-0.35,0.36,-0.71,0.76,10.11,10.89,15.2,12.88
1653401624852,-0.44,-0.42,-0.85,-0.83,0.52,9.76,14.81,18.32,12.95
1653401624861,-0.42,-0.39,-0.29,-1.1,0.73,9.43,16.46,21.68,15.51
1653401624872,-0.54,-0.32,-0.63,-1.28,0.81,9.09,13.97,11.18,18.27
1653401624881,-0.26,-0.3,-0.58,-1.04,0.84,9.05,10.86,3.3,19.67
1653401624892,-0.06,-0.21,-0.37,-0.79,0.94,9.27,9.39,0.71,19.25
1653401624902,-0.05,-0.18,-0.24,-0.73,1,9.43,9.11,2.29,17.78
1653401624911,-0.22,-0.22,-0.22,-0.89,0.98,9.49,9.28,6.24,16.45
1653401624922,-0.32,-0.21,-0.18,-1.02,1.02,9.48,9.14,8.38,15.86
1653401624932,-0.42,-0.18,-0.23,-1.15,1.05,9.47,8.16,10.72,16.35
1653401624941,-0.47,-0.08,-0.26,-1.23,1.17,9.44,7.22,13.07,16.8
1653401624952,-0.44,0.04,-0.33,-1.2,1.29,9.4,7.36,12.89,17.64
1653401624962,-0.26,0.12,-0.44,-1.1,1.37,9.36,7.25,9.64,16.66
1653401624972,-0.14,-0.01,-0.64,-0.95,1.34,9.1,7.39,4.18,14.14
1653401624982,-0.18,0.04,-0.76,-0.95,1.3,8.99,5.75,-5.73,9.87
1653401624992,-0.26,0.36,-0.83,-1.02,1.66,8.86,1.34,-14.37,8.68
1653401625002,-0.13,0.33,-0.75,-0.93,1.66,8.91,-3.32,-16.47,8.26
1653401625012,0.07,0.11,-0.58,-0.68,1.45,9.09,-9.65,-15.35,6.44
1653401625022,0.08,-0.07,-0.4,-0.58,1.25,9.27,-14.59,-11.29,2.91
1653401625031,-0.03,-0.13,-0.22,-0.7,1.1,9.49,-18.19,-7.09,-0.1
1653401625042,-0.24,-0.12,0.24,-0.88,1.05,9.87,-19.59,-6.43,-1.5
1653401625052,-0.3,-0.07,0.65,-0.96,1.08,10.3,-17.7,-7.34,-1.19
1653401625062,-0.31,0.01,0.78,-0.95,1.13,10.49,-12.87,-6.71,-0.63
1653401625072,-0.34,0.02,0.67,-0.98,1.14,10.43,-7.48,-6.74,-0.7
1653401625082,-0.42,0.02,0.38,-1,1.17,10.16,-2.97,-10.24,-1.15
1653401625091,-0.45,-0.03,0.03,-1.07,1.11,9.82,0.08,-15.63,-0.52
1653401625102,-0.39,-0.06,-0.13,-0.96,1.07,9.6,1.65,-21.34,1.19
1653401625112,-0.25,-0.04,-0.33,-0.82,1.08,9.44,1.27,-22.95,2.56
1653401625122,-0.08,0,-0.3,-0.64,1.14,9.4,-0.73,-23.47,2
1653401625132,0.08,0.02,-0.25,-0.41,1.14,9.47,-3.32,-23.12,-0.03
1653401625142,0.13,0.08,-0.14,-0.3,1.18,9.54,-4.86,-20.92,-3.36
1653401625152,0.13,0.08,0.02,-0.25,1.21,9.75,-5.77,-19.76,-7.35
1653401625162,0.1,0,0.24,-0.24,1.13,9.91,-6.05,-18.12,-10.5
1653401625172,-0.05,-0.14,0.4,-0.33,1,10.13,-5.66,-15.6,-12.14
1653401625182,-0.28,-0.31,0.41,-0.54,0.83,10.19,-3.98,-11.01,-11.72
1653401625192,-0.51,-0.39,0.34,-0.78,0.68,10.13,-2.93,-9.12,-9.31
1653401625202,-0.54,-0.34,0.19,-0.82,0.71,9.94,-1.81,-10.87,-5.28
1653401625212,-0.42,-0.16,0.25,-0.72,0.86,9.98,-1.57,-15,-1.82
1653401625222,-0.19,-0.02,0.36,-0.5,1.04,10.09,-1.29,-17.24,-1.26
1653401625232,0.05,-0.04,0.4,-0.22,1.05,10.16,-1.29,-15.18,-2.97
1653401625242,0.1,-0.16,0.35,-0.1,0.93,10.1,-0.97,-11.05,-4.86
1653401625252,0.03,-0.3,0.21,-0.13,0.79,9.98,-1.6,-6.81,-5.53
1653401625262,-0.11,-0.32,0.05,-0.26,0.74,9.85,-2.51,-4.47,-3.85
1653401625273,-0.12,-0.27,0,-0.3,0.78,9.75,-3.42,-3.45,-2.13
1653401625282,-0.13,-0.1,-0.03,-0.31,0.93,9.72,-4.05,-4.29,-0.8
1653401625292,-0.11,0.03,-0.02,-0.28,1.04,9.73,-4.12,-5.2,-0.49
1653401625302,-0.06,0.02,0.01,-0.22,1.04,9.76,-3.21,-5.83,-0.84
1653401625312,-0.03,-0.08,0.14,-0.19,0.96,9.86,-2.27,-4.15,-0.84
1653401625322,-0.07,-0.13,0.19,-0.23,0.88,9.92,-0.13,-0.83,-0.98
1653401625332,-0.13,-0.15,0.15,-0.26,0.88,9.91,1.62,3.79,-0.66
1653401625343,-0.21,-0.07,0.15,-0.37,0.92,9.88,2.6,8.17,-0.07
1653401625353,-0.26,0.03,0.14,-0.45,1.05,9.88,3.26,10.09,0.95
1653401625362,-0.15,0.05,0.1,-0.4,1.06,9.9,4.24,10.3,1.37
1653401625372,-0.03,0.06,-0.04,-0.27,1.08,9.75,4.63,10.97,1.51
1653401625382,-0.03,0.14,-0.12,-0.29,1.17,9.65,3.86,9.6,1.79
1653401625392,-0.1,0.23,-0.09,-0.34,1.27,9.67,3.09,6.8,1.82
1653401625402,-0.13,0.22,-0.08,-0.4,1.28,9.67,2.46,5.47,1.54
